org,org2,freq
keane wonder mining company,keane wonder mining company,2
kendall gold mining company,kendall gold mining company,2
kennedy gold mining company,kennedy gold mining company,2
kilmersdon colliery company,kilmersdon colliery company,2
kingsbury machine tool corp,kingsbury machine tool corp,2
kinkead mill mining company,kinkead mill mining company,2
kokomo steel a wire company,kokomo steel a wire company,2
kstaylcollji eri est edited,kstaylcollji eri est edited,2
lawn hill syndicate limited,lawn hill syndicate limited,2
leaside engineering company,leaside engineering company,2
ley yco and re clay limited,ley yco and re clay limited,2
lgcketw merthyr col limited,lgcketw merthyr col limited,2
liberty bell gold mining co,liberty bell gold mining co,2
lieutenant col medical corp,lieutenant col medical corp,2
lincoln gold mining company,lincoln gold mining company,2
llw mawr colli ery meany it,llw mawr colli ery meany it,2
loc ket meredith collieries,loc ket meredith collieries,2
loc mis densoal anl rex lat,loc mis densoal anl rex lat,2
long fell barrettes limited,long fell barrettes limited,2
lothian gold mining company,lothian gold mining company,2
ltjfcwe gold mining company,ltjfcwe gold mining company,2
luz de borda mining company,luz de borda mining company,2
mackintosh hemphill company,mackintosh hemphill company,2
manager foster wheeler corp,manager foster wheeler corp,2
manchester technical school,manchester technical school,2
manica ophir mining company,manica ophir mining company,2
mararoa gold mining company,mararoa gold mining company,2
marsh son and gibbs limited,marsh son and gibbs limited,2
may day gold mining company,may day gold mining company,2
mckinley mining dev company,mckinley mining dev company,2
melentang syndicate limited,melentang syndicate limited,2
merrill silver lead company,merrill silver lead company,2
messrs d waldie and company,messrs d waldie and company,2
metallurgical rust limited,metallurgical trust limited,2
metallurgist g east company,metallurgist g east company,2
metropolitan contracting co,metropolitan contracting co,2
metropolitan edison company,metropolitan edison company,2
metropolitan sewerage board,metropolitan sewerage board,2
mexican corporation limited,mexican corporation limited,2
mineral bell mining company,mineral bell mining company,2
mineral flat mining company,mineral flat mining company,2
mineral hill mining company,mineral hill mining company,2
mining and scientific press,mining and scientific press,2
misgund gold mining company,misgund gold mining company,2
molybdenum products company,molybdenum products company,2
monarch gold mining company,monarch gold mining company,2
monckton collieries limited,monckton collieries limited,2
monterey lron steel company,monterey lron steel company,2
morelos de r mining company,morelos de r mining company,2
mount andrew mining company,mount andrew mining company,2
mt lyell min and ry company,mt lyell min and ry company,2
neftchinsk gold com pam ted,neftchinsk gold com pam ted,2
new bury collieries company,new bury collieries company,2
new hubknab collier limited,new hubknab collier limited,2
new keystone copper company,new keystone copper company,2
new theta syndicate limited,new theta syndicate limited,2
new turnoak coll er limited,new turnoak coll er limited,2
norma hoffman bearings corp,norma hoffman bearings corp,2
north american lead company,north american lead company,2
oceana consolidated company,oceana consolidated company,2
ohio mexican mining company,ohio mexican mining company,2
oliver snyder steel company,oliver snyder steel company,2
olympic coal mining company,olympic coal mining company,2
ophir valley mining company,ophir valley mining company,2
oriental and sheba valley u,oriental and sheba valley u,2
original mine a c m company,original mine a c m company,2
oro hondo mine deadwood chd,oro hondo mine deadwood chd,2
ota nes and railway company,ota nes and railway company,2
p monsanto chemical company,p monsanto chemical company,2
pacific car foundry company,pacific car foundry company,2
peak hill goldfield limited,peak hill goldfield limited,2
penn mining leasing company,penn mining leasing company,2
pennsylvania mining company,pennsylvania mining company,2
percy river mines ortona fg,percy river mines ortona fg,2
phila reading terminal rway,phila reading terminal rway,2
phillips rock drill company,phillips rock drill company,2
phoenix gold mining company,phoenix gold mining company,2
phosphoric iron ore company,phosphoric iron ore company,2
pilbarra asbesiqs accompany,pilbarra asbesiqs accompany,2
pioneer nigeria tin company,pioneer nigeria tin company,2
precious metals dev company,precious metals dev company,2
pres mcalester coal company,pres mcalester coal company,2
producers and refiners corp,producers and refiners corp,2
qcetann development company,qcetann development company,2
queen gold dredgtng company,queen gold dredgtng company,2
quista golp min esp limited,quista golp min esp limited,2
raiinpa nigeria tin company,raiinpa nigeria tin company,2
red mountain mining company,red mountain mining company,2
remboro gold mining company,remboro gold mining company,2
restauradora mining company,restauradora mining company,2
rhode island copper company,rhode island copper company,2
richard best pencil company,richard best pencil company,2
river gold recovery company,river gold recovery company,2
roaring creek water company,roaring creek water company,2
roman ridge collier limited,roman ridge collier limited,2
ropsh replead ninjas edited,ropsh replead ninjas edited,2
rush brown mines kasaan fgp,rush brown mines kasaan fgp,2
salmon river mining company,salmon river mining company,2
santa isabel mining company,santa isabel mining company,2
scordalle barrister limited,scordalle barrister limited,2
seal harbour mining company,seal harbour mining company,2
secretary ind trust company,secretary ind trust company,2
seremean tin mining company,seremean tin mining company,2
shipper gold mining company,shipper gold mining company,2
sibley college cornell univ,sibley college cornell univ,2
sierra mining power company,sierra mining power company,2
signal point mining company,signal point mining company,2
silver cable mining company,silver cable mining company,2
zoo ton concentration mill crushers rolls and ball mill men silver canon mining company,silver canon mining company,2
silver canon mining company,silver canon mining company,2
silver cycle mining company,silver cycle mining company,2
silver queen united limited,silver queen united limited,2
simon divide mining company,simon divide mining company,2
simoona development company,simoona development company,2
sociedad minera de garganta,sociedad minera de garganta,2
societã© des mines de l aude,societe des mines de l aude,2
societe franciscan rhodesia,societe franciscan rhodesia,2
sombra negra mining company,sombra negra mining company,2
southern armament dis trict,southern armament dis trict,2
sptt kop farm tgqld company,sptt kop farm tgold company,2
st lawrence pyrites company,st lawrence pyrites company,2
standard vacuum oil company,standard vacuum oil company,2
starr manufacturing company,starr manufacturing company,2
straits development company,straits development company,2
sultana mine mcadam limited,sultana mine mcadam limited,2
summerhill cqlljlry company,summerhill cqlljlry company,2
the caledonian coal company,the caledonian coal company,2
the mimko and wells limited,the mimko and wells limited,2
the mnfng syndicate limited,the mnfng syndicate limited,2
the straits trading company,the straits trading company,2
the wallaroo smelting works,the wallaroo smelting works,2
tintic drain tunnel company,tintic drain tunnel company,2
torymyny npda jerry limited,torymyny npda jerry limited,2
towne manufacturing company,towne manufacturing company,2
trebizond syndicate limited,trebizond syndicate limited,2
trengganu syndicate limited,trengganu syndicate limited,2
tviexlcctmlnes oreo limited,tviexlcctmines oreo limited,2
