org,company,og_id
Mysore Selected Gold Concessions Limited,Mysore Selected Gold Concessions Limited,41378
Nacupai Gold Mining Company,Nacupai Gold Mining Company,41379
New Florence Mining Company,New Florence Mining Company,41380
New Holmbush Mining Company,New Holmbush Mining Company,41381
New Lysbon Berlyn Transvaal Gold Fields Limited,New Lysbon Berlyn Transvaal Gold Fields Limited,41382
New Redmoor Mining Company,New Redmoor Mining Company,41383
New West Caradon Mining,New West Caradon Mining,41384
North Maldon Mine Limited,North Maldon Mine Limited,41385
North Queensland Gold Conference,North Queensland Gold Conference,41386
North Treskehby Tin And Copper,North Treskehby Tin And Copper,41387
Old Gunnislake Mining Company,Old Gunnislake Mining Company,41388
Old Shepherds Mines Limited,Old Shepherds Mines Limited,41389
Ousby Mining Company,Ousby Mining Company,41390
Pedn An Drea United Mines,Pedn An Drea United Mines,41391
Pierrefitte Mining Company,Pierrefitte Mining Company,41392
Pikos Altos Btjllion,Pikos Altos Btjllion,41393
Plas Silver Lead Mining Company,Plas Silver Lead Mining Company,41394
Polcrebo Tin Mining Company,Polcrebo Tin Mining Company,41395
Port Dabwin Gold,Port Dabwin Gold,41396
Phince Wales Slate,Phince Wales Slate,41397
Rara Fortuna Syndicate Limited,Rara Fortuna Syndicate Limited,41398
Raven Scxilff Mining,Raven Scxilff Mining,41399
Reforma Gold Mine Limited,Reforma Gold Mine Limited,41400
Ross Hill Gold Company,Ross Hill Gold Company,41401
Russell Copper Mine Limited,Russell Copper Mine Limited,41402
Just United Mining Company,Just United Mining Company,41403
Snailbeach Mine Company,Snailbeach Mine Company,41404
South Devon Granite Company,South Devon Granite Company,41405
South Europe Mining Company,South Europe Mining Company,41406
South Friedman Syndicate,South Friedman Syndicate,41407
South Wheal Crofty Mining Company,South Wheal Crofty Mining Company,41408
South Wheal Frances Mining Company,South Wheal Frances Mining Company,41409
Trebartha Lemarne Mining Company,Trebartha Lemarne Mining Company,41410
Victor Lead Mining Company,Victor Lead Mining Company,41411
West Argentine Gold Company,West Argentine Gold Company,41412
West Caradon Mine,West Caradon Mine,41413
West Devon Great Consols Mining,West Devon Great Consols Mining,41414
West Grenville Mine,West Grenville Mine,41415
West Wheal Frances Mining Company,West Wheal Frances Mining Company,41416
Wheal Benny Mining Company,Wheal Benny Mining Company,41417
Wheal Eliza Consols Mine,Wheal Eliza Consols Mine,41418
Wheal Owles Mine,Wheal Owles Mine,41419
Wheal Peevor Mining Company,Wheal Peevor Mining Company,41420
Wheal Sisters Mining Company,Wheal Sisters Mining Company,41421
Wicklow Copper Mine Company,Wicklow Copper Mine Company,41422
Anglo California Onyx Company,Anglo California Onyx Company,41423
Bikdseye Creek Gold,Bikdseye Creek Gold,41424
British Columbia Smeltino,British Columbia Smeltino,41425
Btjxleb And Basset Tin And Copper,Btjxleb And Basset Tin And Copper,41426
Buswana Concessionaires Company,Buswana Concessionaires Company,41427
Cathedral Consols Mining,Cathedral Consols Mining,41428
Colar Mysore Gold Company,Colar Mysore Gold Company,41429
Corgo Gold And Antimony Mines,Corgo Gold And Antimony Mines,41430
Cwm Irfon Slate Quarry Company,Cwm Irfon Slate Quarry Company,41431
Del Norte Gold Mining Company,Del Norte Gold Mining Company,41432
Devixa Moyak Gold,Devixa Moyak Gold,41433
Duheam And Lord Byron Amalgamated,Duheam And Lord Byron Amalgamated,41434
Etheridge King Queensland Gold Mining,Etheridge King Queensland Gold Mining,41435
Ethebidge King Queensland Gold,Ethebidge King Queensland Gold,41436
Gobbett Tin Mine Limited,Gobbett Tin Mine Limited,41437
Gold Mines Wales Limited,Gold Mines Wales Limited,41438
Gorsedd And Sinclair United Mines,Gorsedd And Sinclair United Mines,41439
Grosvenor Lead Mining Company,Grosvenor Lead Mining Company,41440
Gympie Great Eastern Gold,Gympie Great Eastern Gold,41441
Hispania Tin Mining Company,Hispania Tin Mining Company,41442
Hoiway United Miltes,Hoiway United Miltes,41443
Horse Shoe Mining Company,Horse Shoe Mining Company,41444
Langford Manganese Company,Langford Manganese Company,41445
Lisheranig Silver Mining Company,Lisheranig Silver Mining Company,41446
Loubdes Placek And Gold,Loubdes Placek And Gold,41447
Mofussil Concessionaires Company,Mofussil Concessionaires Company,41448
Mop Ussil Concession Aibes,Mop Ussil Concession Aibes,41449
Monkston Manganese Mine Limited,Monkston Manganese Mine Limited,41450
New Drws Coed Copper And,New Drws Coed Copper And,41451
New River Consolidated Gold Mines,New River Consolidated Gold Mines,41452
Nidd Valley Stone Quarry Company,Nidd Valley Stone Quarry Company,41453
North Busy United Mining Company,North Busy United Mining Company,41454
Rich Knob Copper Mining Company,Rich Knob Copper Mining Company,41455
Salonica Mining Company,Salonica Mining Company,41456
Siekb Buttes Gold,Siekb Buttes Gold,41457
Siekra Phoentx Mining,Siekra Phoentx Mining,41458
West Pant Silver Lead Mining,West Pant Silver Lead Mining,41459
Wilson Mining Company,Wilson Mining Company,41460
Acme And Royal Prospecting Syndicate,Acme And Royal Prospecting Syndicate,41461
Adelaide Gold Mining Company,Adelaide Gold Mining Company,41462
Albert District Gold Mine Company,Albert District Gold Mine Company,41463
Arizona Prospecting And Developing Gold,Arizona Prospecting And Developing Gold,41464
Crystal Creek Kobolondo Limited,Crystal Creek Kobolondo Limited,41465
Eureka Gold Mining Company,Eureka Gold Mining Company,41466
Gordon Gold Mining Company,Gordon Gold Mining Company,41467
Hottentot Reef Gold Mining Company,Hottentot Reef Gold Mining Company,41468
Inverness Gold Mining Company,Inverness Gold Mining Company,41469
Malans Kraal Gold Mining Company,Malans Kraal Gold Mining Company,41470
New Balkis Company,New Balkis Company,41471
New Ballarat Gold Mining Company,New Ballarat Gold Mining Company,41472
New Bultfontein Mining Company,New Bultfontein Mining Company,41473
Nil Desperandum Gold Mining Company,Nil Desperandum Gold Mining Company,41474
North Jumpers Gold Mining Company,North Jumpers Gold Mining Company,41475
North Star Gold Mining Company,North Star Gold Mining Company,41476
Dowd Reef Gold,Dowd Reef Gold,41477
Sheba Bis Gold Mining Company,Sheba Bis Gold Mining Company,41478
Sheba Bright Star Gold Mining,Sheba Bright Star Gold Mining,41479
South Heidelberg Gold Mining Company,South Heidelberg Gold Mining Company,41480
Tiger Trap Gold Mining Company,Tiger Trap Gold Mining Company,41481
Victoria Wanlock Developing Company,Victoria Wanlock Developing Company,41482
Woodbine Gold Mining Company,Woodbine Gold Mining Company,41483
Agnes Mining Company,Agnes Mining Company,41484
Atlas Broken Hill Silver Lead,Atlas Broken Hill Silver Lead,41485
Avala Mining Company,Avala Mining Company,41486
Buena Esperanza Syndicate Limited,Buena Esperanza Syndicate Limited,41487
Buiileb And Basset Tin And Copper,Buiileb And Basset Tin And Copper,41488
Calbtock Danescombe Consolidated Mihtng,Calbtock Danescombe Consolidated Mihtng,41489
Carpuan Tin Mine,Carpuan Tin Mine,41490
Cerrillos Mining Company,Cerrillos Mining Company,41491
Chovar Quicksilver Mines Limited,Chovar Quicksilver Mines Limited,41492
Clipper Mine Syndicate Limited,Clipper Mine Syndicate Limited,41493
Cordova Union Gold Company,Cordova Union Gold Company,41494
Daugoch Mining Company,Daugoch Mining Company,41495
Hebden Moor Mining Company,Hebden Moor Mining Company,41496
Ibonclad Australia Oold,Ibonclad Australia Oold,41497
Mount Morgan Extended Gold,Mount Morgan Extended Gold,41498
North Myall Gold Mine Syndicate,North Myall Gold Mine Syndicate,41499
Outeiro Company,Outeiro Company,41500
Pena Las Pintas Copper Mining,Pena Las Pintas Copper Mining,41501
Penaflor Copper Mines Limited,Penaflor Copper Mines Limited,41502
Pen Henblas United Mines Company,Pen Henblas United Mines Company,41503
Plas Rhos Mining Company,Plas Rhos Mining Company,41504
Prince Wales Slate,Prince Wales Slate,41505
Queen Charlotte Sound Gold Mine,Queen Charlotte Sound Gold Mine,41506
Rhydwen Silver Lead Mining Limited,Rhydwen Silver Lead Mining Limited,41507
San Bruno Mining Syndicate Limited,San Bruno Mining Syndicate Limited,41508
South Tawton Copper Mines Limited,South Tawton Copper Mines Limited,41509
Star Italy Mining Company,Star Italy Mining Company,41510
Upper Buhmah Ruby Exploration And,Upper Buhmah Ruby Exploration And,41511
Autolo African Diamond,Autolo African Diamond,41512
Bertha Estate And Gold Mining,Bertha Estate And Gold Mining,41513
Durban Roodepoort Deep Level Gold,Durban Roodepoort Deep Level Gold,41514
Gkiftttalahd West Main Reef Gold,Gkiftttalahd West Main Reef Gold,41515
Klebkbdorp Gold Estates,Klebkbdorp Gold Estates,41516
Monte Caklo Gold,Monte Caklo Gold,41517
Oceana Transvaal Land,Oceana Transvaal Land,41518
Oosthuizen Gold Mining Company,Oosthuizen Gold Mining Company,41519
Oudtshoorn Gold Mining Company,Oudtshoorn Gold Mining Company,41520
Percy Gold Mining Company,Percy Gold Mining Company,41521
Reebokfontein Mynpacht Limited,Reebokfontein Mynpacht Limited,41522
Reoina Estate And Qold,Reoina Estate And Qold,41523
Star Diamond Mining Company,Star Diamond Mining Company,41524
Utxixfl Masval Swanzy Estates And,Utxixfl Masval Swanzy Estates And,41525
Wassau Gold Coabt,Wassau Gold Coabt,41526
West Hoodie Gold And Explobation,West Hoodie Gold And Explobation,41527
Allemont Mining Syndicate Company,Allemont Mining Syndicate Company,41528
Beweelet United Lead And Babytes,Beweelet United Lead And Babytes,41529
Borneo Diamond Exploration Syndicate,Borneo Diamond Exploration Syndicate,41530
Borneo Sambas Exploration Company,Borneo Sambas Exploration Company,41531
Carbonate Mountain Development Company,Carbonate Mountain Development Company,41532
Cahoni Venezuela Gold,Cahoni Venezuela Gold,41533
Celia Consolidated Mines Limited,Celia Consolidated Mines Limited,41534
Choluteca Honduras Gold And Silver,Choluteca Honduras Gold And Silver,41535
Commewyne Gold Mining Company,Commewyne Gold Mining Company,41536
Condescendencia Mining Company,Condescendencia Mining Company,41537
Connolly Mine Limited,Connolly Mine Limited,41538
Coeona Hill Silver,Coeona Hill Silver,41539
Corona Main Lode Silver Mines,Corona Main Lode Silver Mines,41540
Doubo Amalgamated Gold,Doubo Amalgamated Gold,41541
Dubham Lord Btbon Amalgamated Oold,Dubham Lord Btbon Amalgamated Oold,41542
Grand Clos Mining Syndicate Limited,Grand Clos Mining Syndicate Limited,41543
Great Beam Tin Mine Limited,Great Beam Tin Mine Limited,41544
Inesperada Gold Mining Company,Inesperada Gold Mining Company,41545
Kearney Gold Fields Company,Kearney Gold Fields Company,41546
Kiama Association Limited,Kiama Association Limited,41547
Lovell Mining Company,Lovell Mining Company,41548
Lynx Creek Gold And Land,Lynx Creek Gold And Land,41549
Morley Gold Mining Company,Morley Gold Mining Company,41550
Mount Osmond Silver Lead Mining,Mount Osmond Silver Lead Mining,41551
Mount Wheeler Syndicate Limited,Mount Wheeler Syndicate Limited,41552
Pahaifg Central Tin And Exploration,Pahaifg Central Tin And Exploration,41553
Pucara Silver Mining Company,Pucara Silver Mining Company,41554
George Queensland Gold,George Queensland Gold,41555
Tamarindo Gold Mining Company,Tamarindo Gold Mining Company,41556
Vijao Olancho Honduras Exploration Company,Vijao Olancho Honduras Exploration Company,41557
Wheal Buller And Bassett Limited,Wheal Buller And Bassett Limited,41558
Bedford George Benbted Charles Samuel,Bedford George Benbted Charles Samuel,41559
Blanche Gold Mining Company,Blanche Gold Mining Company,41560
Caledonian Transvaal Gold Mining And,Caledonian Transvaal Gold Mining And,41561
Gaseitsive Concession Syndicate Limited,Gaseitsive Concession Syndicate Limited,41562
Great Gold Zone,Great Gold Zone,41563
Hazard Syndicate Limited,Hazard Syndicate Limited,41564
Jumpebs Extension Gold,Jumpebs Extension Gold,41565
Libebian Government Concessionb,Libebian Government Concessionb,41566
Rietpoort Developing Syndicate Limited,Rietpoort Developing Syndicate Limited,41567
Sheba Reef Extension Gold,Sheba Reef Extension Gold,41568
Vryburg Prospecting Syndicate Limited,Vryburg Prospecting Syndicate Limited,41569
Witwatebbrandt Venture Syndicate,Witwatebbrandt Venture Syndicate,41570
Woodbush Estates Syndicate Zoutpansberg,Woodbush Estates Syndicate Zoutpansberg,41571
Anglo Amekican Explohation,Anglo Amekican Explohation,41572
Bickton Iiiveb Lead,Bickton Iiiveb Lead,41573
Brixham Mines Syndicate Limited,Brixham Mines Syndicate Limited,41574
Catoctin Silver Mining Company,Catoctin Silver Mining Company,41575
Cochise Mill And Mining Company,Cochise Mill And Mining Company,41576
Cora Belle Mining Company,Cora Belle Mining Company,41577
Cordoba Silver Lead Mines Company,Cordoba Silver Lead Mines Company,41578
Dauphine Mines Syndicate Limited,Dauphine Mines Syndicate Limited,41579
Deake Walls Mining,Deake Walls Mining,41580
East Kongsberg Syndicate Limited,East Kongsberg Syndicate Limited,41581
Glasgow Gold Silver And Copper,Glasgow Gold Silver And Copper,41582
Great Calcot Lead Mine Limited,Great Calcot Lead Mine Limited,41583
Mid Cumberland Silver Lead,Mid Cumberland Silver Lead,41584
Mysore Wynaad Consolidated Gold,Mysore Wynaad Consolidated Gold,41585
New Cargoll Mine,New Cargoll Mine,41586
Nkw Dottro Gold,Nkw Dottro Gold,41587
New Phoenix Mine Limited,New Phoenix Mine Limited,41588
North Zeehan Silver Mines Limited,North Zeehan Silver Mines Limited,41589
Queer Birthday United Gold,Queer Birthday United Gold,41590
Uncle Sam Mine,Uncle Sam Mine,41591
Siebba Nevada Syndicate,Siebba Nevada Syndicate,41592
Silver City Reduction Company,Silver City Reduction Company,41593
Star The West Gold,Star The West Gold,41594
Styria Mines Limited,Styria Mines Limited,41595
Tasmanian Land And Exploration,Tasmanian Land And Exploration,41596
Tasmanian Ore Concentration Works,Tasmanian Ore Concentration Works,41597
Welsh Mining Corporation Limited,Welsh Mining Corporation Limited,41598
West Australian Exploration Company,West Australian Exploration Company,41599
Wheal Polmear Mine,Wheal Polmear Mine,41600
Apbican Landed Estates,Apbican Landed Estates,41601
African Western Exploitation And Development,African Western Exploitation And Development,41602
Alma Syndicate Limited,Alma Syndicate Limited,41603
Bahbeh South African Exploration,Bahbeh South African Exploration,41604
Block Noiia Agte Estate,Block Noiia Agte Estate,41605
Henbt Notjbse Gold,Henbt Notjbse Gold,41606
New Ventures And Trust Corporation,New Ventures And Trust Corporation,41607
Transvaal Mines Acquisition,Transvaal Mines Acquisition,41608
Van Kyn Estate And Gold,Van Kyn Estate And Gold,41609
Abebfotle Slate Qxtabbies,Abebfotle Slate Qxtabbies,41610
Almadenejos Silver Lead Mining Company,Almadenejos Silver Lead Mining Company,41611
Almehia Iron Obe,Almehia Iron Obe,41612
Bahrow Hematite Steel,Bahrow Hematite Steel,41613
Bedlington Coal Company,Bedlington Coal Company,41614
Bent Colliery Company,Bent Colliery Company,41615
Cefn Van Estate Company,Cefn Van Estate Company,41616
Dojt Pedro Gold,Dojt Pedro Gold,41617
English Crown Spelter,English Crown Spelter,41618
Fisk Gold Mine,Fisk Gold Mine,41619
Friendly Syndicate Limited,Friendly Syndicate Limited,41620
Hamstead Colliery,Hamstead Colliery,41621
Hoi Comb Valley,Hoi Comb Valley,41622
Holly Bank Colliery Company,Holly Bank Colliery Company,41623
Iberian Iron Ore Company,Iberian Iron Ore Company,41624
Joseph Davies Limited,Joseph Davies Limited,41625
Landore Copper Company,Landore Copper Company,41626
Martin Mines Limited,Martin Mines Limited,41627
Mining Manual Metropolitan Coal,Mining Manual Metropolitan Coal,41628
Moelwyn Mining Company,Moelwyn Mining Company,41629
Moss Colliery Limited,Moss Colliery Limited,41630
North Brancepeth Coal,North Brancepeth Coal,41631
Pentre Halkyn Mining Company,Pentre Halkyn Mining Company,41632
Phi Kappa Mining Company,Phi Kappa Mining Company,41633
Rich Hill Gold Mines Limited,Rich Hill Gold Mines Limited,41634
Sabandija Mineral Syndicate Limited,Sabandija Mineral Syndicate Limited,41635
South Frances United Mines,South Frances United Mines,41636
Taff Llantwit Colliery Company,Taff Llantwit Colliery Company,41637
Teesdale Mineral Company,Teesdale Mineral Company,41638
Terras Syndicate Limited,Terras Syndicate Limited,41639
Velinfran Colliery Company,Velinfran Colliery Company,41640
Welsh Patagonian Gold Fields Syndicate,Welsh Patagonian Gold Fields Syndicate,41641
Wigan Cannel Colliery Limited,Wigan Cannel Colliery Limited,41642
Dbachenfels Banket Oold,Dbachenfels Banket Oold,41643
Justice Gold Mining Company,Justice Gold Mining Company,41644
Illearn Nigelgold Mining Company,Illearn Nigelgold Mining Company,41645
Pal Ala Ebtate,Pal Ala Ebtate,41646
Adelaide Coolgardie Gold Mining Corporation,Adelaide Coolgardie Gold Mining Corporation,41647
Ciated Gold Mines,Ciated Gold Mines,41648
Birkin Gold And Silver Extraction,Birkin Gold And Silver Extraction,41649
Bltje Spub And Gabriel Gtjlly,Bltje Spub And Gabriel Gtjlly,41650
Bolingey Tin Mines Limited,Bolingey Tin Mines Limited,41651
Butterley Company,Butterley Company,41652
Cardigan Stone Company,Cardigan Stone Company,41653
Casbidy Hill Coolgardib,Casbidy Hill Coolgardib,41654
Castell Mining Company,Castell Mining Company,41655
Champion Keep Qold Iue Charbonnages,Champion Keep Qold Iue Charbonnages,41656
Crosland Coal Company,Crosland Coal Company,41657
Emekaiid Bewaiic Gold,Emekaiid Bewaiic Gold,41658
Flanog Colliery Limited,Flanog Colliery Limited,41659
Gekeeal Mining Association,Gekeeal Mining Association,41660
Gold Claims Syndicate Limited,Gold Claims Syndicate Limited,41661
